player_id,team_id,season,injury_start_date,injury_end_date,duration_days,reasoning,player_name,team_name
1629678,1610612753,2022-23,2023-03-07,2023-03-09,2,placed on IL with concussion,Admiral Schofield,Magic
1629680,1610612755,2021-22,2021-11-05,2022-05-02,43,placed on IL with NBA health and safety protocols; placed on IL with NBA health and safety protocols; placed on IL with sore/sprained right shoulder; placed on IL ineligible; placed on IL with ineligible; placed on IL with ineligible,Matisse Thybulle,76ers
1629680,1610612755,2022-23,2022-11-25,2022-11-28,3,placed on IL with left ankle injury,Matisse Thybulle,76ers
1629681,1610612763,2021-22,2021-11-08,2022-02-14,20,placed on IL with sore back; placed on IL with NBA health and safety protocols; placed on IL with sore back,Killian Tillie,Grizzlies
1629682,1610612764,2021-22,2022-01-03,2022-01-09,6,placed on IL with NBA health and safety protocols,Tremont Waters,Wizards
1629683,1610612744,2021-22,2022-03-28,2022-04-03,3,placed on IL with sore left ankle; placed on IL with sore left ankle,Quinndary Weatherspoon,Warriors
1629684,1610612738,2021-22,2021-12-17,2021-12-27,10,placed on IL with NBA health and safety protocols,Grant Williams,Celtics
1629685,1610612739,2021-22,2021-10-19,2021-12-30,22,placed on IL with strained right hip; placed on IL; placed on IL; placed on IL with NBA health and safety protocols,Dylan Windler,Cavaliers
1629712,1610612740,2021-22,2022-01-23,2022-03-30,66,placed on IL with torn meniscus in left knee,Marcos Louzada Silva / Didi Louzada Silva / Didi Louzada,Pelicans
1629717,1610612745,2021-22,2021-12-18,2022-01-12,10,placed on IL with left ankle injury; placed on IL with NBA health and safety protocols; placed on IL with NBA health and safety protocols,Armoni Brooks,Rockets
1629719,1610612759,2021-22,2021-10-19,2022-03-16,78,placed on IL; placed on IL; placed on IL; placed on IL with NBA health and safety protocols; placed on IL with bruised left heel,Devontae Cacok,Spurs
1629723,1610612763,2021-22,2021-12-28,2022-03-03,15,placed on IL with NBA health and safety protocols; placed on IL with sprained left ankle,John Konchar,Grizzlies
1629723,1610612763,2022-23,2022-10-27,2023-04-02,17,placed on IL with shoulder injury; placed on IL with illness; placed on IL with concussion protocols; placed on IL with left hip injury,John Konchar,Grizzlies
1629726,1610612745,2021-22,2021-10-20,2022-01-03,34,placed on IL; placed on IL with NBA health and safety protocols,Garrison Mathews,Rockets
1629731,1610612739,2021-22,2021-11-27,2021-12-08,11,placed on IL with strained left calf,Dean Wade,Cavaliers
1629731,1610612739,2022-23,2022-11-11,2023-03-31,65,placed on IL with right knee injury; placed on IL with sprained left shoulder; placed on IL with illness,Dean Wade,Cavaliers
1629735,1610612748,2021-22,2022-02-05,2022-02-10,5,placed on IL ineligible,Chris Silva,Heat
1629744,1610612741,2021-22,2021-12-08,2021-12-23,15,placed on IL with NBA health and safety protocols,Matt Thomas,Bulls
1629750,1610612741,2021-22,2021-12-03,2022-02-14,40,placed on IL with NBA health and safety protocols; placed on IL with strained right adductor; placed on IL with right foot injury,Javonte Green,Bulls
1629750,1610612741,2022-23,2022-12-04,2023-03-29,90,placed on IL with sore right knee; placed on IL with sore right knee; placed on IL with sore right knee (eventual surgery); placed on IL with right knee injury,Javonte Green,Bulls
1629752,1610612738,2021-22,2022-04-04,2022-04-07,3,placed on IL with NBA health and safety protocols,Juwan Morgan,Celtics
1629755,1610612753,2021-22,2021-12-30,2022-01-02,3,placed on IL with NBA health and safety protocols,Hassani Gravett,Magic
1629760,1610612752,2021-22,2021-12-28,2022-01-10,9,placed on IL; placed on IL,Matt Mooney,Knicks
1629783,1610612763,2021-22,2021-12-31,2022-01-04,4,placed on IL with NBA health and safety protocols,Shaq Buchanan,Grizzlies
1629833,1610612757,2021-22,2021-10-20,2022-01-02,50,placed on IL; placed on IL; placed on IL with NBA health and safety protocols,Keljin Blevins,Blazers
1629875,1610612746,2021-22,2022-01-06,2022-01-09,3,placed on IL with NBA health and safety protocols,Xavier Moon,Clippers
1630162,1610612750,2021-22,2021-12-17,2022-03-09,19,placed on IL with NBA health and safety protocols; placed on IL with patella tendinopathy in left knee,Anthony Edwards,Timberwolves
1630162,1610612750,2022-23,2023-03-18,2023-03-26,8,placed on IL with sprained right ankle,Anthony Edwards,Timberwolves
1630163,1610612766,2021-22,2021-12-04,2021-12-15,11,placed on IL with NBA health and safety protocols,LaMelo Ball,Hornets
1630163,1610612766,2022-23,2023-01-23,2023-01-26,3,placed on IL with ankle and wrist injuries,LaMelo Ball,Hornets
1630164,1610612744,2022-23,2023-01-07,2023-01-25,18,placed on IL with sprained left ankle,James Wiseman,Warriors
1630165,1610612765,2021-22,2021-11-05,2022-03-21,33,placed on IL with sprained left thumb; placed on IL with sprained left thumb; placed on IL with illness; placed on IL with NBA health and safety protocols; placed on IL with bruised right hip; placed on IL with right adductor injury; placed on IL with bruised head,Killian Hayes,Pistons
1630166,1610612764,2022-23,2022-12-22,2022-12-27,5,placed on IL with sore lower back,Deni Avdija,Wizards
1630167,1610612752,2021-22,2021-12-11,2022-03-13,20,placed on IL with NBA health and safety protocols; placed on IL with strained left hamstring,Obi Toppin,Knicks
1630168,1610612737,2021-22,2021-10-21,2022-03-06,69,placed on IL with right shoulder injury; placed on IL with NBA health and safety protocols; placed on IL with concussion,Onyeka Okongwu,Hawks
1630168,1610612737,2022-23,2023-01-23,2023-01-25,2,placed on IL with left hamstring injury,Onyeka Okongwu,Hawks
1630169,1610612754,2022-23,2022-12-04,2023-03-16,26,placed on IL with left groin injury; placed on IL with bone bruise in left knee; placed on IL with sore calf; placed on IL with sprained right ankle,Tyrese Haliburton,Pacers
1630169,1610612758,2021-22,2021-11-08,2022-01-21,9,placed on IL with tightness in lower back; placed on IL with NBA health and safety protocols,Tyrese Haliburton,Kings
1630170,1610612759,2021-22,2021-11-26,2022-04-10,21,placed on IL with bruised right quadriceps; placed on IL with bruised right quadriceps; placed on IL with NBA health and safety protocols; placed on IL with sore throat; placed on IL with sore left heel,Devin Vassell,Spurs
1630170,1610612759,2022-23,2022-10-26,2023-03-05,74,placed on IL with sore left knee; placed on IL with sore left knee; placed on IL with sore left knee; placed on IL with sore left knee (surgery); placed on IL with left knee injury,Devin Vassell,Spurs
1630171,1610612739,2021-22,2021-10-27,2022-01-14,37,placed on IL with strained left hamstring; placed on IL with NBA health and safety protocols; placed on IL with sprained left elbow,Isaac Okoro,Cavaliers
1630171,1610612739,2022-23,2023-03-31,2023-04-15,15,placed on IL with sore left knee,Isaac Okoro,Cavaliers
1630172,1610612741,2021-22,2021-10-29,2022-03-20,142,placed on IL with surgery on left wrist to repair dislocation,Patrick Williams,Bulls
1630172,1610612751,2022-23,2022-12-21,2022-12-21,0,placed on IL with illness,Patrick Mills / Patty Mills,Nets
1630173,1610612761,2021-22,2021-11-13,2021-12-30,21,placed on IL with right shoulder tendinitis; placed on IL with NBA health and safety protocols; placed on IL with NBA health and safety protocols,Precious Achiuwa,Raptors
1630173,1610612761,2022-23,2022-11-10,2023-01-02,53,placed on IL with torn ligament in right ankle,Precious Achiuwa,Raptors
1630174,1610612738,2021-22,2021-12-24,2022-03-21,32,placed on IL with NBA health and safety protocols; placed on IL with sprained right ankle; placed on IL with sprained right ankle,Aaron Nesmith,Celtics
1630174,1610612754,2022-23,2022-12-23,2023-03-09,10,placed on IL with sprained right ankle; placed on IL with illness; placed on IL with sore left hip,Aaron Nesmith,Pacers
1630175,1610612753,2021-22,2021-11-24,2022-01-05,16,placed on IL with sprained right ankle; placed on IL with sprained right ankle,Cole Anthony,Magic
1630176,1610612764,2021-22,2022-03-01,2022-04-07,29,placed on IL with bruised right hip; placed on IL with strained right calf,Vernon Carey Jr.,Wizards
1630176,1610612764,2022-23,2022-10-19,2023-01-16,9,placed on IL with concussion; placed on IL with bruised right quadriceps,Vernon Carey Jr.,Wizards
1630176,1610612766,2021-22,2021-10-27,2022-01-14,49,placed on IL; placed on IL; placed on IL; placed on IL; placed on IL with NBA health and safety protocols,Vernon Carey Jr.,Hornets
1630178,1610612755,2021-22,2021-12-06,2022-01-11,10,placed on IL with illness; placed on IL with NBA health and safety protocols,Tyrese Maxey,76ers
1630178,1610612755,2022-23,2022-11-19,2023-04-15,50,placed on IL with left foot injury; placed on IL with stiff neck,Tyrese Maxey,76ers
1630180,1610612765,2022-23,2022-11-19,2022-11-27,8,placed on IL with sprained right ankle,Saddiq Bey,Pistons
1630181,1610612752,2021-22,2021-12-02,2022-02-25,30,placed on IL with illness; placed on IL with NBA health and safety protocols; placed on IL with sprained left ankle,R.J. Barrett,Knicks
1630181,1610612752,2022-23,2022-12-29,2023-04-07,18,placed on IL with laceration on right index finger; placed on IL with illness,R.J. Barrett,Knicks
1630181,1610612753,2021-22,2021-12-17,2022-02-24,43,placed on IL with NBA health and safety protocols; placed on IL with left knee injury,R.J. Hampton,Magic
1630182,1610612742,2021-22,2021-12-19,2021-12-27,8,placed on IL with NBA health and safety protocols,Josh Green,Mavericks
1630183,1610612750,2021-22,2021-11-29,2022-04-04,27,placed on IL with flu; placed on IL with sprained left ankle,Jaden McDaniels,Timberwolves
1630183,1610612750,2022-23,2022-11-27,2022-12-03,6,placed on IL with illness,Jaden McDaniels,Timberwolves
1630188,1610612756,2021-22,2021-12-13,2021-12-16,3,placed on IL with illness,Jalen Smith,Suns
1630190,1610612757,2021-22,2022-03-05,2022-03-07,2,placed on IL with illness,Elijah Hughes,Blazers
1630190,1610612762,2021-22,2021-11-06,2022-01-17,15,placed on IL with illness; placed on IL with illness; placed on IL with strained adductor muscle; placed on IL with NBA health and safety protocols,Elijah Hughes,Jazz
1630191,1610612765,2021-22,2021-12-23,2022-03-14,20,placed on IL with NBA health and safety protocols; placed on IL with right knee injury,Isaiah Stewart,Pistons
1630191,1610612765,2022-23,2022-11-17,2023-01-26,17,placed on IL with right big toe injury; placed on IL with sore left shoulder; placed on IL with sore left shoulder,Isaiah Stewart,Pistons
1630192,1610612743,2021-22,2021-11-18,2022-04-10,65,placed on IL with sprained right ankle; placed on IL with NBA health and safety protocols; placed on IL with right hamstring injury; placed on IL with sore knee; placed on IL with sore knee,Zeke Nnaji,Nuggets
1630192,1610612743,2022-23,2023-02-07,2023-04-06,43,placed on IL with sprained right shoulder; placed on IL with knee injury,Zeke Nnaji,Nuggets
1630193,1610612752,2021-22,2021-12-17,2021-12-27,10,placed on IL with NBA health and safety protocols,Immanuel Quickley,Knicks
1630194,1610612755,2021-22,2022-01-04,2022-01-11,7,placed on IL with NBA health and safety protocols,Paul Reed,76ers
1630195,1610612750,2021-22,2022-01-06,2022-02-06,17,placed on IL with NBA health and safety protocols; placed on IL with sprained left ankle,Leandro Bolmaro,Timberwolves
1630195,1610612762,2022-23,2022-10-31,2022-11-30,14,placed on IL with NBA health and safety protocols; placed on IL with concussion,Leandro Bolmaro,Jazz
1630197,1610612760,2021-22,2021-12-27,2021-12-31,4,placed on IL with NBA health and safety protocols,Aleksej Pokusevski,Thunder
1630197,1610612760,2022-23,2022-11-05,2023-03-24,91,placed on IL with bursitis in right shoulder; placed on IL with sprained left ankle; placed on IL with tibia injury in left leg,Aleksej Pokusevski,Thunder
1630198,1610612755,2021-22,2021-11-04,2022-05-10,13,placed on IL with NBA health and safety protocols; placed on IL with sore back; placed on IL with sprained right ankle,Isaiah Joe,76ers
1630200,1610612759,2021-22,2022-01-07,2022-02-24,22,placed on IL with NBA health and safety protocols; placed on IL with dental ailment; placed on IL with sore right knee,Tre Jones,Spurs
1630200,1610612759,2022-23,2022-11-14,2023-03-15,36,placed on IL with stomach illness; placed on IL with sore left foot; placed on IL with left foot injury; placed on IL with illness,Tre Jones,Spurs
1630201,1610612761,2021-22,2021-12-21,2022-04-03,35,placed on IL with NBA health and safety protocols; placed on IL with strained left hamstring,Malachi Flynn,Raptors
1630202,1610612738,2021-22,2022-01-05,2022-01-12,7,placed on IL with NBA health and safety protocols,Payton Pritchard,Celtics
1630202,1610612738,2022-23,2022-12-27,2023-04-07,25,placed on IL with bruised right thigh; placed on IL with left heel injury; placed on IL with left heel injury; placed on IL with left heel injury,Payton Pritchard,Celtics
1630203,1610612755,2021-22,2021-10-19,2021-11-19,31,placed on IL with surgery on left knee,Grant Riller,76ers
1630205,1610612739,2021-22,2021-11-13,2022-01-22,30,placed on IL with sprained right ankle; placed on IL with NBA health and safety protocols; placed on IL with sore left knee,Lamar Stevens,Cavaliers
1630205,1610612739,2022-23,2022-12-21,2022-12-23,2,placed on IL with sore right knee,Lamar Stevens,Cavaliers
1630206,1610612746,2021-22,2021-11-01,2022-01-03,42,placed on IL; placed on IL; placed on IL; placed on IL; placed on IL with NBA health and safety protocols,Jay Scrubb,Clippers
1630208,1610612766,2021-22,2022-02-27,2022-03-02,3,placed on IL with sore right foot,Nick Richards,Hornets
1630209,1610612748,2021-22,2022-01-30,2022-04-10,7,placed on IL with NBA health and safety protocols; placed on IL with stomach illness,Omer Yurtseven,Heat
1630210,1610612743,2021-22,2021-12-17,2022-01-25,29,placed on IL with sprained left knee; placed on IL with illness,Markus Howard,Nuggets
1630214,1610612763,2021-22,2021-12-30,2022-02-23,21,placed on IL with NBA health and safety protocols; placed on IL with right thigh injury,Xavier Tillman,Grizzlies
1630215,1610612762,2021-22,2021-12-14,2022-03-04,19,placed on IL with sore right knee; placed on IL with NBA health and safety protocols; placed on IL with sprained right ankle,Jared Butler,Jazz
1630216,1610612764,2021-22,2021-10-20,2022-01-03,47,placed on IL; placed on IL; placed on IL; placed on IL; placed on IL; placed on IL with NBA health and safety protocols,Cassius Winston,Wizards
1630217,1610612763,2021-22,2022-01-06,2022-01-26,10,placed on IL with left quadriceps injury; placed on IL with NBA health and safety protocols,Desmond Bane,Grizzlies
1630217,1610612763,2022-23,2022-10-31,2023-03-30,48,placed on IL with right ankle injury; placed on IL with sore right toe; placed on IL with sore right knee; placed on IL with sore right foot,Desmond Bane,Grizzlies
1630218,1610612758,2021-22,2021-10-22,2022-01-18,26,placed on IL; placed on IL; placed on IL; placed on IL with illness; placed on IL with NBA health and safety protocols,Robert Woodard II,Kings
1630219,1610612737,2021-22,2022-03-22,2022-03-31,9,placed on IL with illness,Skylar Mays,Hawks
1630224,1610612745,2021-22,2021-11-26,2021-12-23,27,placed on IL with strained left hamstring,Jalen Green,Rockets
1630224,1610612745,2022-23,2023-01-27,2023-02-02,6,placed on IL with bruised right calf,Jalen Green,Rockets
1630225,1610612764,2021-22,2021-11-05,2021-12-03,11,placed on IL; placed on IL,Isaiah Todd,Wizards
1630225,1610612764,2022-23,2022-12-04,2022-12-20,16,placed on IL with strained right hamstring,Isaiah Todd,Wizards
1630227,1610612745,2022-23,2022-10-19,2022-10-21,2,placed on IL with back injury,Daishen Nix,Rockets
1630228,1610612744,2021-22,2022-01-11,2022-01-13,2,placed on IL with sore knee,Jonathan Kuminga,Warriors
1630228,1610612744,2022-23,2023-03-09,2023-03-15,6,placed on IL with sprained left ankle,Jonathan Kuminga,Warriors
1630230,1610612740,2021-22,2021-12-23,2021-12-31,8,placed on IL with NBA health and safety protocols,Naji Marshall,Pelicans
1630230,1610612740,2022-23,2022-11-28,2023-01-25,6,placed on IL with illness; placed on IL with right big toe injury,Naji Marshall,Pelicans
1630235,1610612762,2021-22,2022-01-30,2022-04-06,19,placed on IL with sprained right ankle; placed on IL with sprained right wrist; placed on IL with concussion,Trent Forrest,Jazz
1630238,1610612762,2021-22,2021-10-22,2022-01-13,51,placed on IL; placed on IL; placed on IL; placed on IL; placed on IL with sprained right shoulder; placed on IL with fractured right wrist,Malik Fitts,Jazz
1630240,1610612765,2021-22,2021-11-17,2022-01-02,14,placed on IL; placed on IL; placed on IL with NBA health and safety protocols,Saben Lee,Pistons
1630241,1610612763,2021-22,2021-11-19,2022-01-01,43,placed on IL with sprained left ankle,Sam Merrill,Grizzlies
1630245,1610612741,2021-22,2021-12-11,2022-02-11,15,placed on IL with NBA health and safety protocols; placed on IL with concussion,Ayo Dosunmu,Bulls
1630249,1610612760,2021-22,2022-01-16,2022-02-06,21,placed on IL with sprained right ankle,Vit Krejci,Thunder
1630250,1610612741,2021-22,2021-10-25,2022-01-06,39,placed on IL; placed on IL; placed on IL; placed on IL; placed on IL with NBA health and safety protocols,Marko Simonovic,Bulls
1630250,1610612741,2022-23,2023-01-25,2023-01-31,6,placed on IL with cervical strain,Marko Simonovic,Bulls
1630256,1610612745,2021-22,2021-12-27,2022-03-12,7,placed on IL with NBA health and safety protocols; placed on IL with sore left ankle,Jae'Sean Tate,Rockets
1630256,1610612745,2022-23,2022-10-19,2023-03-05,10,placed on IL with ankle injury; placed on IL with right ankle injury; placed on IL with right ankle injury,Jae'Sean Tate,Rockets
1630264,1610612764,2021-22,2021-12-27,2022-01-11,12,placed on IL with NBA health and safety protocols; placed on IL with NBA health and safety protocols,Anthony Gill,Wizards
1630267,1610612743,2021-22,2022-03-26,2022-03-28,2,placed on IL with illness,Facundo Campazzo,Nuggets
1630271,1610612738,2021-22,2021-10-22,2022-01-10,63,placed on IL; placed on IL; placed on IL; placed on IL with NBA health and safety protocols; placed on IL with sore lower back,Brodric Thomas,Celtics
1630284,1610612753,2022-23,2023-03-30,2023-04-06,7,placed on IL with left elbow injury,Kevon Harris,Magic
1630306,1610612760,2021-22,2022-01-05,2022-01-06,1,placed on IL,Rob Edwards,Thunder
1630314,1610612746,2021-22,2021-10-29,2022-04-04,24,placed on IL; placed on IL; placed on IL with NBA health and safety protocols; placed on IL with illness,Brandon Boston Jr. / B.J. Boston Jr.,Clippers
1630314,1610612746,2022-23,2023-03-08,2023-04-01,24,placed on IL with tailbone injury,Brandon Boston Jr. / B.J. Boston Jr.,Clippers
1630314,1610612757,2021-22,2021-12-30,2022-01-05,6,placed on IL with NBA health and safety protocols,Brandon Williams (b. 1975-02-27),Blazers
1630322,1610612760,2022-23,2023-03-28,2023-03-31,3,placed on IL with plantar fasciitis in foot,Lindy Waters III,Thunder
1630346,1610612750,2022-23,2023-03-27,2023-03-31,4,placed on IL with illness,Matt Ryan,Timberwolves
1630526,1610612760,2021-22,2021-12-27,2022-03-28,63,placed on IL with NBA health and safety protocols; placed on IL with fractured right foot,Jeremiah Robinson-Earl,Thunder
1630526,1610612760,2022-23,2022-12-14,2023-01-31,48,placed on IL with sprained right ankle,Jeremiah Robinson-Earl,Thunder
1630529,1610612740,2021-22,2021-11-05,2022-04-12,7,placed on IL with sprained left ankle; placed on IL with tibia injury,Herbert Jones / Herb Jones (Keyshawn),Pelicans
1630529,1610612740,2022-23,2022-10-25,2023-01-20,35,placed on IL with hyperextended right knee; placed on IL with sore left ankle; placed on IL with NBA health and safety protocols; placed on IL with bruised lower back,Herbert Jones / Herb Jones (Keyshawn),Pelicans
1630530,1610612740,2021-22,2022-01-24,2022-01-30,6,placed on IL with NBA health and safety protocols,Trey Murphy III,Pelicans
1630530,1610612740,2022-23,2022-11-21,2022-12-28,6,placed on IL with bruised right foot; placed on IL with illness,Trey Murphy III,Pelicans
1630531,1610612755,2021-22,2021-10-26,2022-04-18,32,placed on IL; placed on IL; placed on IL with concussion; placed on IL with NBA health and safety protocols; placed on IL with bruised right knee,Jaden Springer,76ers
1630532,1610612753,2021-22,2022-04-03,2022-04-04,1,placed on IL with sprained left ankle,Franz Wagner,Magic
1630533,1610612763,2021-22,2021-11-30,2022-01-30,23,placed on IL with sore left knee; placed on IL with NBA health and safety protocols; placed on IL with sore left knee,Ziaire Williams,Grizzlies
1630533,1610612763,2022-23,2023-03-28,2023-04-09,12,placed on IL with sore right foot,Ziaire Williams,Grizzlies
1630535,1610612757,2021-22,2021-11-14,2021-12-14,4,placed on IL with sprained left ankle; placed on IL with illness,Greg Brown III,Blazers
1630536,1610612737,2021-22,2021-12-23,2022-01-01,9,placed on IL with NBA health and safety protocols,Sharife Cooper,Hawks
1630537,1610612754,2021-22,2021-11-15,2022-02-27,15,placed on IL with sore right shoulder; placed on IL with NBA health and safety protocols; placed on IL with left big toe injury,Chris Duarte,Pacers
1630537,1610612754,2022-23,2022-11-07,2023-03-25,50,placed on IL with sprained left ankle; placed on IL with sore left ankle,Chris Duarte,Pacers
1630538,1610612743,2021-22,2021-11-22,2022-01-03,18,placed on IL with sprained right ankle; placed on IL with NBA health and safety protocols; placed on IL with NBA health and safety protocols,Nah'Shon Hyland / Bones Hyland,Nuggets
1630538,1610612743,2022-23,2022-11-13,2023-01-25,11,placed on IL with illness; placed on IL with illness; placed on IL with finger injury,Nah'Shon Hyland / Bones Hyland,Nuggets
1630539,1610612766,2021-22,2021-12-01,2022-01-14,10,placed on IL; player not with team (DTD); placed on IL with NBA health and safety protocols,Kai Jones,Hornets
1630539,1610612766,2022-23,2023-02-11,2023-02-15,4,placed on IL with sprained left ankle,Kai Jones,Hornets
1630540,1610612752,2021-22,2021-12-21,2021-12-28,7,placed on IL with NBA health and safety protocols,Miles McBride,Knicks
1630541,1610612744,2021-22,2021-12-24,2022-03-22,7,placed on IL with NBA health and safety protocols; placed on IL with sore right shoulder,Moses Moody,Warriors
1630543,1610612754,2021-22,2021-10-29,2022-04-01,62,placed on IL with hyperextended left knee; placed on IL with NBA health and safety protocols; placed on IL with sprained right ankle; placed on IL with sprained right ankle; placed on IL with concussion; placed on IL with headache,Isaiah Jackson,Pacers
1630544,1610612760,2021-22,2021-12-26,2022-01-04,9,placed on IL with NBA health and safety protocols,Tre Mann,Thunder
1630544,1610612760,2022-23,2022-11-14,2022-11-21,7,placed on IL with back injury,Tre Mann,Thunder
1630547,1610612766,2021-22,2022-02-07,2022-03-15,19,placed on IL with sprained right wrist; placed on IL with sore neck,James Bouknight,Hornets
1630548,1610612762,2022-23,2022-11-23,2022-12-20,27,placed on IL with right wrist injury,Johnny Juzang,Jazz
1630549,1610612751,2021-22,2021-10-19,2022-01-28,21,placed on IL with toe injury; placed on IL; placed on IL with NBA health and safety protocols; placed on IL with illness,Day'Ron Sharpe,Nets
1630550,1610612766,2021-22,2021-11-19,2021-12-27,16,placed on IL; player not with team,J.T. Thor,Hornets
1630551,1610612761,2021-22,2021-12-28,2021-12-31,3,placed on IL with health and safety protocols,Justin Champagnie,Raptors
1630551,1610612761,2022-23,2022-11-09,2022-11-28,19,placed on IL with back injury,Justin Champagnie,Raptors
1630552,1610612737,2021-22,2021-12-26,2022-04-04,20,placed on IL with NBA health and safety protocols; placed on IL with sprained left ankle; placed on IL with concussion,Jalen Johnson,Hawks
1630552,1610612737,2022-23,2022-11-28,2023-03-31,18,placed on IL with sore right ankle; placed on IL with strained left hamstring,Jalen Johnson,Hawks
1630553,1610612746,2021-22,2021-10-20,2021-11-07,13,placed on IL with illness; placed on IL,Keon Johnson,Clippers
1630553,1610612757,2021-22,2022-02-05,2022-02-23,18,placed on IL with sprained right ankle,Keon Johnson,Blazers
1630553,1610612757,2022-23,2023-02-06,2023-02-10,4,placed on IL with sprained right ankle,Keon Johnson,Blazers
1630556,1610612751,2021-22,2021-10-22,2021-12-31,44,placed on IL; placed on IL; placed on IL with NBA health and safety protocols,Kessler Edwards,Nets
1630558,1610612758,2021-22,2021-12-17,2022-02-23,19,placed on IL with NBA health and safety protocols; placed on IL with sore right hand,Davion Mitchell,Kings
1630558,1610612758,2022-23,2023-04-09,2023-04-15,6,placed on IL with sore left knee,Davion Mitchell,Kings
1630559,1610612747,2021-22,2021-12-17,2021-12-30,13,placed on IL with NBA health and safety protocols,Austin Reaves,Lakers
1630559,1610612747,2022-23,2022-12-19,2023-02-07,33,placed on IL with sprained right ankle; placed on IL with strained left hamstring,Austin Reaves,Lakers
1630561,1610612751,2021-22,2021-10-22,2022-03-15,55,placed on IL; placed on IL with NBA health and safety protocols; placed on IL with sprained left ankle,David Duke Jr.,Nets
1630561,1610612751,2022-23,2022-11-27,2022-11-30,3,placed on IL with illness,David Duke Jr.,Nets
1630563,1610612759,2021-22,2022-02-25,2022-03-12,4,placed on IL with sore right wrist; placed on IL with stomach illness,Joshua Primo,Spurs
1630565,1610612755,2021-22,2021-10-26,2022-01-03,46,placed on IL; placed on IL; placed on IL; placed on IL with illness,Aaron Henry,76ers
1630567,1610612761,2021-22,2021-11-01,2022-04-23,22,placed on IL with sprained right thumb; placed on IL with NBA health and safety protocols; placed on IL with right knee tendinitis; placed on IL with sore right knee; placed on IL with sprained left ankle,Scottie Barnes,Raptors
1630567,1610612761,2022-23,2022-10-24,2023-03-26,9,placed on IL with sprained right ankle; placed on IL with left knee injury; placed on IL with sore left wrist,Scottie Barnes,Raptors
1630568,1610612765,2021-22,2022-01-18,2022-04-01,6,placed on IL with NBA health and safety protocols; placed on IL with sprained left ankle,Luka Garza,Pistons
1630570,1610612757,2021-22,2021-10-20,2022-01-02,46,placed on IL; placed on IL; placed on IL; placed on IL with NBA health and safety protocols,Trendon Watford,Blazers
1630570,1610612757,2022-23,2022-10-19,2022-11-05,17,placed on IL with hip injury,Trendon Watford,Blazers
1630572,1610612749,2021-22,2021-11-05,2022-01-01,29,placed on IL; placed on IL with illness,Sandro Mamukelashvili,Bucks
1630572,1610612749,2022-23,2022-11-02,2023-01-12,6,placed on IL with concussion; placed on IL with NBA health and safety protocols,Sandro Mamukelashvili,Bucks
1630573,1610612738,2021-22,2021-10-22,2022-06-01,82,placed on IL; placed on IL; placed on IL with NBA health and safety protocols; placed on IL with right shoulder injury,Sam Hauser,Celtics
1630575,1610612766,2021-22,2021-10-20,2022-01-05,55,placed on IL; placed on IL with NBA health and safety protocols,Scottie Lewis,Hornets
1630578,1610612745,2021-22,2021-11-10,2022-04-02,17,placed on IL with illness; placed on IL with sprained right ankle; placed on IL with bruised left leg,Alperen Sengun,Rockets
1630578,1610612745,2022-23,2023-03-13,2023-03-15,2,placed on IL with strained left groin,Alperen Sengun,Rockets
1630579,1610612752,2021-22,2021-11-30,2022-01-03,24,placed on IL; placed on IL; placed on IL; placed on IL with NBA health and safety protocols,Jericho Sims,Knicks
1630580,1610612761,2022-23,2023-03-22,2023-03-31,9,placed on IL with strained right hamstring,Joe Wieskamp,Raptors
1630581,1610612760,2021-22,2021-12-01,2022-01-01,8,placed on IL with illness; placed on IL with NBA health and safety protocols,Josh Giddey,Thunder
1630581,1610612760,2022-23,2022-10-24,2022-11-01,8,placed on IL with ankle injury,Josh Giddey,Thunder
1630582,1610612763,2021-22,2021-10-20,2022-03-06,88,placed on IL; placed on IL; placed on IL with NBA health and safety protocols; placed on IL with sore right ankle; placed on IL with left thigh injury,Yves Pons,Grizzlies
1630583,1610612763,2021-22,2021-12-17,2022-04-10,20,placed on IL with right calf injury / sore right ankle; placed on IL with sore right foot; placed on IL,Santi Aldama,Grizzlies
1630583,1610612763,2022-23,2022-11-25,2023-04-16,11,placed on IL with illness; placed on IL with sore left elbow,Santi Aldama,Grizzlies
1630585,1610612748,2021-22,2021-11-15,2022-01-16,7,placed on IL with right wrist tendinitis; placed on IL with right wrist tendinitis; placed on IL with right wrist injury,Marcus Garrett,Heat
1630586,1610612745,2021-22,2021-11-29,2022-03-23,73,placed on IL with bruised right thigh; placed on IL with NBA health and safety protocols; placed on IL with left wrist injury; placed on IL with sprained left ankle,Usman Garuba,Rockets
1630587,1610612765,2021-22,2021-10-19,2022-03-30,19,placed on IL recovering from surgery on right foot; placed on IL with concussion,Isaiah Livers,Pistons
1630587,1610612765,2022-23,2022-10-19,2023-03-04,44,placed on IL with hip injury; placed on IL with sprained right shoulder; placed on IL with sprained left ankle,Isaiah Livers,Pistons
1630589,1610612746,2021-22,2021-12-27,2021-12-31,4,placed on IL with NBA health and safety protocols,Moses Wright,Clippers
1630591,1610612753,2021-22,2021-11-15,2022-04-04,70,placed on IL with sprained right ankle; placed on IL with fractured right thumb; placed on IL with sprained right ankle; placed on IL with right ankle injury,Jalen Suggs,Magic
1630591,1610612753,2022-23,2022-10-22,2023-03-26,19,placed on IL with sprained right ankle; placed on IL with concussion protocols,Jalen Suggs,Magic
